yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender,id
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,51,Once a year,Female,843
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,33,Once a month,Male,844
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+2,36,Once a month,Female,845
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+3,24,More than once a week,Female,846
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,42,Once a month,Female,847
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,45,Never,Male,848
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,48,Every three months,Female,849
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,34,More than once a week,Female,850
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,28,Once a week,Female,851
No,No,No,No,No,No,No,No,No,No,No,0,55,Once a year,Female,852
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+2,29,Every three months,Female,853
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,40,Once a month,Female,854
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,44,Every three months,Male,855
No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,49,Once a year,Male,856
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,29,Once a month,Male,857
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,40,Once a week,Male,858
No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,+3,30,More than once a week,Male,859
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,34,Once a month,Male,860
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,60,Every three months,Male,861
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,66,Once a month,Male,862
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+3,51,Every three months,Male,863
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,44,Once a year,Male,864
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,64,Once a year,Male,865
Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,+3,37,Every three months,Female,866
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,51,Never,Male,867
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,30,Once a week,Male,868
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,53,Once a year,Male,869
No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,+1,48,Once a month,Male,870
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,67,Once a year,Female,871
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,39,Never,Male,872
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,67,Every three months,Female,873
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,61,Never,Male,874
No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,57,Every three months,Male,875
No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,I hate it!-5,64,Once a year,Male,876
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,64,Once a year,Female,877
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,+4,34,Once a week,Female,878
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,+4,45,Once a week,Male,879
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,34,Once a month,Male,880
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,67,Once a year,Male,881
No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,38,Never,Female,882
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,+2,22,Once a week,Male,883
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,57,Once a week,Female,884
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+2,65,Every three months,Female,885
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-2,63,Once a year,Male,886
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,49,Once a year,Male,887
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,36,Once a year,Male,888
No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-1,60,Never,Female,889
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,62,Once a year,Female,890
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,I love it!+5,55,Once a week,Male,891
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+3,41,Once a month,Female,892
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,46,More than once a week,Male,893
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,51,Once a month,Female,894
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,61,Every three months,Female,895
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+3,38,Once a week,Female,896
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,59,Never,Female,897
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+4,36,Once a month,Male,898
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,62,Never,Female,899
No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,58,Once a month,Male,900
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,23,Once a week,Female,901
No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Every three months,Female,902
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,25,Once a month,Female,903
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,55,Once a month,Male,904
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,48,Once a year,Male,905
No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,62,Never,Female,906
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,61,Every three months,Female,907
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,32,More than once a week,Female,908
No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,0,49,Every three months,Male,909
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,+3,20,Once a month,Male,910
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+1,43,Every three months,Female,911
No,No,No,No,No,Yes,Yes,No,No,No,No,I hate it!-5,63,Never,Female,912
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,60,Once a month,Female,913
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,68,Once a year,Female,914
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,64,Once a month,Male,915
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,57,Once a year,Male,916
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+4,71,Once a month,Male,917
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+3,30,Every three months,Female,918
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,61,More than once a week,Male,919
Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,+1,55,Once a month,Female,920
Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,-3,53,Once a month,Male,921
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,45,Every three months,Male,922
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,41,Once a month,Male,923
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+3,30,Every three months,Male,924
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+2,42,Once a week,Female,925
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+3,22,Once a week,Female,926
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,46,Every three months,Female,927
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,43,Once a month,Male,928
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,33,Once a month,Female,929
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,19,Never,Female,930
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,24,Once a month,Male,931
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-4,58,Once a year,Male,932
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,59,Every three months,Male,933
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,31,Once a month,Female,934
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+2,37,Once a month,Female,935
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,56,Once a month,Male,936
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,52,Every three months,Male,937
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,36,Never,Male,938
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,25,Once a month,Female,939
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0,20,Once a year,Male,940
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,21,Once a month,Female,941
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,59,Once a week,Female,942
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,51,Once a year,Female,943
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,50,Once a month,Female,944
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,63,Every three months,Male,945
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,25,Every three months,Female,946
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,51,Once a month,Male,947
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,36,Once a year,Female,948
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,31,Once a month,Female,949
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,26,Once a month,Male,950
No,No,No,No,No,No,No,No,No,No,Yes,I hate it!-5,30,Once a year,Male,951
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,37,Once a month,Female,952
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-1,30,Every three months,Male,953
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,30,Once a month,Female,954
No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,+4,55,Every three months,Female,955
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,19,Once a month,Female,956
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,23,More than once a week,Female,957
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,26,Every three months,Female,958
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-1,59,Once a year,Female,959
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+4,23,Once a week,Male,960
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+4,30,Once a month,Male,961
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,18,Every three months,Female,962
No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,0,51,Once a year,Male,963
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+2,35,Once a year,Male,964
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,+3,43,Once a week,Female,965
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,56,Once a year,Female,966
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+2,53,Once a week,Male,967
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,47,Every three months,Female,968
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+2,65,Every three months,Male,969
No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,51,Never,Male,970
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,33,Once a month,Female,971
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,61,Never,Male,972
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,33,Once a month,Female,973
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,25,Once a month,Male,974
No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,36,Never,Male,975
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,47,Once a month,Male,976
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,59,Once a month,Female,977
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,37,Once a year,Female,978
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,22,Once a month,Male,979
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,48,Every three months,Male,980
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,+2,70,Once a year,Male,981
No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,51,Never,Male,982
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,23,Once a month,Female,983
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,28,Every three months,Female,984
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,+4,39,Once a week,Male,985
No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+4,62,Every three months,Female,986
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,25,Once a week,Female,987
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+2,27,Every three months,Female,988
No,Yes,No,No,No,Yes,No,No,No,No,No,-2,59,Every three months,Female,989
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-3,65,Every three months,Male,990
No,No,No,No,No,No,No,Yes,Yes,No,No,-4,54,Every three months,Female,991
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,64,Every three months,Male,992
Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,+2,49,Once a month,Female,993
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I love it!+5,22,More than once a week,Female,994
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,35,Once a month,Male,995
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,41,More than once a week,Female,996
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,+1,32,Every three months,Male,997
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,24,Once a week,Female,998
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,52,Once a week,Female,999
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,44,Once a year,Male,1000
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,38,Once a month,Female,1001
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,43,Once a week,Female,1002
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,32,Once a year,Female,1003
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,-1,38,Every three months,Male,1004
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,63,Never,Female,1005
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,46,Every three months,Female,1006
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,+3,29,Every three months,Female,1007
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,61,Never,Female,1008
Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,+2,47,Every three months,Male,1009
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,31,Once a month,Male,1010
No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,35,Once a week,Male,1011
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,64,Every three months,Male,1012
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,26,Once a month,Female,1013
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-1,55,Once a year,Female,1014
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,46,More than once a week,Female,1015
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,52,Once a month,Male,1016
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Never,Female,1017
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,33,Once a month,Male,1018
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,30,Once a month,Female,1019
No,Yes,No,Yes,No,Yes,No,No,No,No,No,+3,46,Once a week,Female,1020
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,60,Once a year,Female,1021
Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,+3,27,More than once a week,Male,1022
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,51,Every three months,Female,1023
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,41,Once a month,Female,1024
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,67,Once a month,Female,1025
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,63,Never,Female,1026
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,65,Every three months,Female,1027
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,59,Once a month,Male,1028
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,34,Once a year,Female,1029
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,34,Once a year,Female,1030
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,53,Once a week,Female,1031
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,31,Once a week,Female,1032
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,58,Once a month,Female,1033
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+2,39,Once a week,Male,1034
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+4,66,Once a month,Male,1035
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,55,Once a month,Male,1036
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,28,Once a month,Female,1037
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,I hate it!-5,34,Once a month,Female,1038
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,24,Once a month,Male,1039
Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,0,59,Every three months,Female,1040
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,67,Every three months,Female,1041
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,+1,52,Once a month,Female,1042
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,41,Once a week,Male,1043
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,37,Once a month,Female,1044
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,18,Once a week,Male,1045
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,63,Once a week,Male,1046
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,24,Once a week,Male,1047
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,57,More than once a week,Male,1048
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,40,Once a month,Male,1049
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,20,Once a month,Male,1050
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,55,Every three months,Male,1051
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+2,18,Once a year,Female,1052
Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,+1,42,Once a month,Male,1053
No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-4,47,Once a year,Female,1054
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,40,Every three months,Male,1055
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,35,Once a month,Female,1056
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,64,Once a month,Male,1057
No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,-2,50,Every three months,Female,1058
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,55,Once a week,Female,1059
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,64,Never,Female,1060
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,49,Once a year,Female,1061
Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,0,49,Every three months,Male,1062
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,49,Once a week,Female,1063
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,50,Every three months,Male,1064
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0,65,Once a year,Male,1065
No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,49,Once a week,Male,1066
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,36,Once a month,Male,1067
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+4,31,More than once a week,Female,1068
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,25,Once a week,Female,1069
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,51,Once a month,Male,1070
No,Yes,No,Yes,No,No,No,No,Yes,No,No,+1,41,Once a week,Male,1071
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,58,Once a year,Female,1072
No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,69,Once a month,Male,1073
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,22,Once a week,Female,1074
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,39,Once a month,Male,1075
No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,-2,58,Once a month,Female,1076
No,Yes,No,No,Yes,No,No,No,Yes,No,No,-1,47,Once a month,Male,1077
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,62,Once a week,Male,1078
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,49,Once a month,Male,1079
No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-3,65,Once a year,Female,1080
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,39,Once a week,Female,1081
No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,-3,33,Once a year,Female,1082
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+4,33,Once a week,Male,1083
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,64,Once a month,Male,1084
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,18,Once a year,Male,1085
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+1,67,Once a month,Male,1086
No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Once a year,Female,1087
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-4,56,Never,Female,1088
No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,I hate it!-5,36,Once a month,Female,1089
No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,+1,68,Once a year,Male,1090
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+3,42,Once a month,Female,1091
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,39,Once a week,Male,1092
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,24,Once a month,Female,1093
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,38,Once a week,Female,1094
Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,I love it!+5,52,Once a week,Male,1095
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+2,43,Once a week,Female,1096
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,57,Every three months,Male,1097
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-4,59,Once a year,Female,1098
No,No,No,Yes,No,No,No,Yes,No,No,Yes,I hate it!-5,57,Never,Female,1099
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,43,Every three months,Male,1100
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,25,Once a week,Female,1101
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,61,Every three months,Female,1102
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,25,Once a month,Female,1103
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,70,Once a year,Female,1104
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,54,Every three months,Male,1105
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,60,Every three months,Male,1106
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,59,Once a year,Male,1107
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,66,Never,Male,1108
Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,+4,51,Once a week,Male,1109
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,57,Once a month,Female,1110
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,61,Every three months,Female,1111
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,+3,31,Once a month,Female,1112
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,27,Once a week,Male,1113
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,36,Once a week,Male,1114
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,45,Never,Female,1115
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,53,Every three months,Female,1116
No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,42,Once a year,Female,1117
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,50,Once a year,Female,1118
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,+2,51,Once a month,Female,1119
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,36,Never,Male,1120
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,-1,55,More than once a week,Female,1121
